timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
10480000,10480000,40.15402988741494,116.2594858960023,49.82969,50.044254,-0.0,0.3966104,0.71140283,49.729107,2,0,1,0
10488000,10488000,40.15402989281247,116.25948589401229,49.82971,50.044273,-0.0,0.39685577,0.71165115,49.729084,2,0,1,0
10681000,10681000,40.15402992454326,116.25948587094503,49.830814,50.044106,-0.0,0.38131824,0.6948818,49.7298,2,0,1,0
10876000,10876000,40.15402992750979,116.25948588660943,49.831745,50.044086,-0.0,0.3714171,0.6752081,49.73038,2,0,1,0
11076000,11076000,40.154029960703085,116.25948587901397,49.832966,50.042587,-0.0,0.36500186,0.658818,49.73118,2,0,1,0
11273000,11273000,40.154030019328594,116.25948585191009,49.833263,50.040726,-0.0,0.3602317,0.64432174,49.73168,2,0,1,0
11471000,11471000,40.15403005422139,116.25948584242352,49.83394,50.04054,-0.0,0.35639873,0.63504684,49.73158,2,0,1,0
11676000,11676000,40.154030105506095,116.25948581520855,49.834473,50.03935,-0.0,0.3547718,0.6211008,49.73307,2,0,1,0
11883000,11883000,40.154030140111665,116.25948575749115,49.83564,50.039795,-0.0,0.3529503,0.6113985,49.73476,2,0,1,0
12079000,12079000,40.15403013725731,116.25948570970604,49.836803,50.037457,-0.0,0.3515853,0.6056695,49.735535,2,0,1,0
12279000,12279000,40.15403013625019,116.25948570735738,49.836735,50.033615,-0.0,0.35055184,0.5978488,49.734535,2,0,1,0
12475000,12475000,40.154030109370666,116.25948569677456,49.83665,50.03134,-0.0,0.35010633,0.5912426,49.7345,2,0,1,0
12681000,12681000,40.15403009754082,116.25948567677125,49.835613,50.026997,-0.0,0.34982133,0.58534884,49.733433,2,0,1,0
12875000,12875000,40.15403012442417,116.25948567459837,49.83535,50.026093,-0.0,0.3491755,0.57966584,49.73497,2,0,1,0
13080000,13080000,40.154030120891115,116.25948567534562,49.83449,50.024307,-0.0,0.34910792,0.57704026,49.734062,2,0,1,0
13279000,13279000,40.154030114598164,116.25948569615001,49.834457,50.022205,-0.0,0.34865963,0.5722978,49.735394,2,0,1,0
13483000,13483000,40.154030121283256,116.25948573212139,49.83502,50.02158,-0.0,0.3483042,0.5680251,49.735836,2,0,1,0
13679000,13679000,40.154030144412104,116.2594857684115,49.835503,50.018353,-0.0,0.3480245,0.5641675,49.736145,2,0,1,0
13883000,13883000,40.15403017094974,116.25948579937067,49.83576,50.018208,-0.0,0.34780344,0.56066006,49.736145,2,0,1,0
14071000,14071000,40.15403017297251,116.259485810242,49.835857,50.016838,-0.0,0.34715456,0.5570791,49.736145,2,0,1,0
14272000,14272000,40.15403015539259,116.25948580552493,49.835728,50.01471,-0.0,0.3469829,0.5541681,49.736145,2,0,1,0
14472000,14472000,40.15403012780479,116.2594857687888,49.836597,50.01366,-0.0,0.34690163,0.5530633,49.736145,2,0,1,0
14680000,14680000,40.154030128099706,116.25948572296328,49.83812,50.013245,-0.0,0.34689006,0.5505905,49.736145,2,0,1,0
14883000,14883000,40.15403010433476,116.25948567319722,49.86024,50.03228,-0.0,0.34692526,0.5483337,49.736145,2,0,1,0
15076000,15076000,40.15403007093628,116.25948561863991,49.94745,50.118744,-0.0,0.34696382,0.54625523,49.736145,2,0,1,0
15273000,15273000,40.15403004455881,116.25948561332577,50.018402,50.187553,-0.0,0.34693706,0.5443269,49.736145,2,0,1,0
15481000,15481000,40.15403005258755,116.25948560279669,50.07365,50.240616,-0.0,0.34735018,0.5429092,49.736145,2,0,1,0
15680000,15680000,40.154030085607786,116.25948556856234,50.124382,50.288742,-0.0,0.34727553,0.5412484,49.736145,2,0,1,0
15879000,15879000,40.154030078397646,116.25948555966109,50.171787,50.33263,-0.0,0.3471249,0.54100925,49.736145,2,0,1,0
16079000,16079000,40.15403006824905,116.25948555154211,50.21903,50.376667,-0.0,0.34706914,0.5395423,49.736145,2,0,1,0
16276000,16276000,40.1540300530274,116.25948555544313,50.262672,50.418137,-0.0,0.34700662,0.5381752,49.736145,2,0,1,0
16479000,16479000,40.15403004680414,116.25948557897348,50.306374,50.459366,-0.0,0.3464931,0.53653026,49.736145,2,0,1,0
16677000,16677000,40.154030068173064,116.25948560923459,50.345875,50.49534,-0.0,0.34683612,0.535708,49.736145,2,0,1,0
16879000,16879000,40.15403008568252,116.25948564129249,50.383953,50.532196,-0.0,0.34676853,0.53459734,49.736145,2,0,1,0
17083000,17083000,40.1540300930706,116.25948565554359,50.42183,50.568485,-0.0,0.3467047,0.5335625,49.736145,2,0,1,0
17279000,17279000,40.15403009518818,116.25948565058047,50.45791,50.603275,-0.0,0.3466354,0.5337797,49.736145,2,0,1,0
17480000,17480000,40.1540301210997,116.2594856286765,50.49153,50.635956,-0.0,0.3461442,0.5325009,49.736145,2,0,1,0
17683000,17683000,40.154030136653596,116.25948561124699,50.521156,50.665394,-0.0,0.34577093,0.5312968,49.736145,2,0,1,0
17876000,17876000,40.15403013865506,116.25948556712918,50.546204,50.688442,-0.0,0.34539637,0.53016233,49.736145,2,0,1,0
18072000,18072000,40.15403012777383,116.25948553749356,50.550156,50.69019,-0.0,0.34542748,0.5305563,49.736145,2,0,1,0
18272000,18272000,40.15403012517784,116.25948551906491,50.498867,50.637684,-0.0,0.34538627,0.5298332,49.736145,2,0,1,0
18478000,18478000,40.1540301672086,116.25948553299905,50.477005,50.613953,-0.0,0.3461625,0.5298328,49.736145,2,0,1,0
18676000,18676000,40.154030196154054,116.25948557628404,50.47434,50.611835,-0.0,0.34570974,0.52881426,nan,2,0,0,0
18883000,18883000,40.154030201085526,116.25948561740994,50.471535,50.608704,-0.0,0.3457208,0.52818704,nan,2,0,0,0
19076000,19076000,40.15403021427225,116.25948561739662,50.47279,50.609737,-0.0,0.34611765,0.5279321,nan,2,0,0,0
19284000,19284000,40.15403025290272,116.25948561983644,50.475674,50.611214,-0.0,0.34642464,0.5287772,nan,2,0,0,0
19475000,19475000,40.154030295933396,116.25948562793968,50.47823,50.614067,-0.0,0.34593862,0.5278587,nan,2,0,0,0
19681000,19681000,40.15403032174883,116.25948560294312,50.480812,50.616047,-0.0,0.34624043,0.52765185,nan,2,0,0,0
